,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_insol,koi_teq,koi_steff,koi_slogg,koi_srad,ra,dec,koi_kepmag,koi_disposition
551,4.09667624,133.09833,2.19,302.3,1.42,182.9,938.0,4999.0,4.49,0.843,292.14447,47.157349,15.692,CANDIDATE
552,1.196548464,132.53363,1.2592,224.6,1.25,945.12,1414.0,4999.0,4.49,0.843,292.14447,47.157349,15.692,CONFIRMED
553,11.47609015,135.39622,5.046,182.3,2.07,221.34,984.0,6071.0,4.202,1.41,282.2001,44.422298,13.908,CONFIRMED
554,25.2630467,134.18397,6.22,125.5,1.71,77.24,756.0,6071.0,4.202,1.41,282.2001,44.422298,13.908,CONFIRMED
555,7.1688266,136.23827,1.29,421.1,2.39,141.6,878.0,5767.0,4.438,1.0,284.38562,44.391289,15.602,FALSE POSITIVE
556,0.677374687,133.94573,1.8361,76.7,0.9,4572.56,2099.0,5718.0,4.395,1.037,281.76639,44.292549,13.326,CONFIRMED
557,10.43547031,134.82462,3.4167,210.2,1.22,78.35,759.0,5528.0,4.499,0.853,283.00296,44.284229,13.404,CONFIRMED
558,7.41084314,135.75425,3.245,124.1,0.94,123.4,850.0,5528.0,4.499,0.853,283.00296,44.284229,13.404,CONFIRMED
559,28.59914031,189.92667,3.6567,1585.1,1.83,1.87,298.0,3755.0,4.781,0.461,291.86285,46.42926,15.19,CONFIRMED
560,24.58716355,173.70572,3.984,907.5,2.37,18.72,530.0,5474.0,4.605,0.749,287.56967,46.56786,15.598,CONFIRMED
561,34.193600311,155.2966351,5.41382,13715.0,21.95,86.74,778.0,6129.0,3.991,1.786,297.36032,40.42981,13.325,CANDIDATE
562,12.53248222,170.76535,4.0168,1145.9,3.24,85.15,775.0,5997.0,4.522,0.904,290.06799,46.57914,15.485,CONFIRMED
563,31.201692472,183.4076137,2.15663,34514.0,8.31,1.59,286.0,3748.0,4.796,0.449,292.65704,46.537338,15.798,CANDIDATE
564,13.19720694,171.545479,3.4872,2141.4,4.18,40.03,642.0,4954.0,4.462,0.885,294.06848,46.57933,15.223,CONFIRMED
565,14.85890852,128.154869,3.5252,3269.0,5.94,63.52,720.0,5356.0,4.338,1.055,298.07944,44.746319,13.549,CONFIRMED
566,4.08897299,135.76402,3.585,157.9,2.36,1317.96,1537.0,5897.0,3.98,1.86,289.09689,44.004379,14.5,CONFIRMED
567,2.866680334,134.066374,1.1264,712.4,2.93,282.64,1045.0,5238.0,4.598,0.764,295.4722,44.077381,15.028,FALSE POSITIVE
568,17.44486016,141.6802,4.445,826.9,3.24,50.32,679.0,5568.0,4.413,0.966,294.84384,44.077679,15.007,CONFIRMED
569,8.30697421,137.08254,2.76,158.7,37.99,570.93,1246.0,5300.0,3.69,2.124,297.49332,44.051868,13.838,FALSE POSITIVE
570,2.49705175,135.3072596,3.79,421.1,2.39,141.6,878.0,5767.0,4.438,1.0,296.48187,44.009151,10.266,FALSE POSITIVE
571,7.33685101,138.5829,3.548,325.8,1.52,138.46,875.0,5795.0,4.554,0.848,297.39319,47.164631,15.302,CONFIRMED
572,22.65117451,140.337593,3.6895,2250.0,7.62,126.57,855.0,6968.0,4.31,1.333,290.10333,39.781631,13.682,CANDIDATE
573,1.204274435,134.05838,1.3362,185.8,1.19,1413.91,1564.0,5668.0,4.552,0.849,294.59613,47.197449,14.415,FALSE POSITIVE
574,7.71790675,139.15725,1.84,306.8,0.9,15.01,502.0,3975.0,4.753,0.509,281.05011,47.188148,15.233,CANDIDATE
575,27.6652847,144.8714,6.633,469.2,2.21,39.94,641.0,6036.0,4.396,1.017,283.1846,47.15567,14.609,CONFIRMED
576,0.948950734,134.368152,4.0245,2133.0,36.87,4636.91,2103.0,6307.0,4.391,1.133,293.24384,38.27327,14.909,FALSE POSITIVE
577,14.55730897,145.095012,7.7643,956.9,4.32,141.0,879.0,5774.0,4.159,1.412,286.6301,38.945599,13.397,CONFIRMED
578,4.722254104,178.243313,3.451,82670.0,14.45,22.67,557.0,3801.0,4.776,0.488,296.69562,47.327309,13.987,FALSE POSITIVE
579,0.635069939,134.0209283,2.07171,33117.0,57.77,7193.72,2351.0,6340.0,4.434,1.058,296.32028,47.40657,14.539,FALSE POSITIVE
580,6.810823723,136.04667,7.98574,14447.0,26.06,1656.16,1626.0,7226.0,3.967,2.079,299.10281,47.377781,12.628,CANDIDATE
581,0.933746515,133.387415,6.6522,2936.6,25.54,1222.25,1508.0,5252.0,4.596,0.716,292.83301,47.495529,14.658,FALSE POSITIVE
582,1.872421727,134.366162,1.5261,3018.9,5.65,672.92,1298.0,5337.0,4.486,0.825,281.5238,47.755341,15.29,FALSE POSITIVE
583,33.6528474,147.8025,3.9616,1140.8,3.05,11.5,470.0,4954.0,4.462,0.885,294.06848,46.57933,15.223,CONFIRMED
584,5.90127815,171.40674,2.1979,1525.2,1.94,16.54,514.0,3731.0,4.75,0.498,297.84241,46.574268,15.801,CONFIRMED
585,8.75209691,170.63671,2.3742,1367.6,1.83,9.76,451.0,3731.0,4.75,0.498,297.84241,46.574268,15.801,CONFIRMED
586,22.78078241,155.20408,3.3002,1925.1,2.17,2.73,328.0,3731.0,4.75,0.498,297.84241,46.574268,15.801,CONFIRMED
587,2.896005211,133.61228,1.6776,614.1,1.23,42.53,652.0,3731.0,4.75,0.498,297.84241,46.574268,15.801,CONFIRMED
588,0.742957911,133.27936,0.6688,843.3,1.47,262.51,1026.0,3731.0,4.75,0.498,297.84241,46.574268,15.801,CONFIRMED
589,54.35635067,164.070221,6.4345,10510.0,38.81,24.18,566.0,6161.0,4.281,1.255,292.93085,37.60664,12.899,FALSE POSITIVE
590,0.54624855,178.5614,2.0543,639.7,18.93,2677.36,1837.0,5414.0,4.625,0.714,287.13388,37.83926,15.996,FALSE POSITIVE
591,18.82744023,196.19088,4.664,1006.2,2.7,37.82,632.0,5687.0,4.538,0.86,292.26813,37.955639,15.762,CONFIRMED
592,8.4120069,139.64745,3.923,819.6,1.71,28.69,590.0,4502.0,4.668,0.621,291.85382,37.74192,15.156,FALSE POSITIVE
593,5.747711909,133.29939,1.8923,820.1,1.86,40.07,641.0,4252.0,4.64,0.632,291.90326,37.90229,14.496,CONFIRMED
594,3.504691252,133.511941,1.9811,315.1,2.03,435.21,1165.0,5356.0,4.338,1.055,298.07944,44.746319,13.549,CONFIRMED
595,86.67856052,175.597013,10.1289,8244.1,9.83,8.41,434.0,5822.0,4.351,1.081,294.4335,38.35545,14.696,CONFIRMED
596,12.21828097,140.321095,2.6969,1843.4,5.1,114.59,835.0,5822.0,4.351,1.081,294.4335,38.35545,14.696,CANDIDATE
597,8.387210055,138.903759,1.6477,4952.0,72.52,509.55,1211.0,6089.0,4.044,1.795,290.862,38.35358,14.01,FALSE POSITIVE
598,15.2384539,369.56902,19.292,7019.0,9.84,111.67,829.0,6384.0,4.419,1.086,286.00031,38.284599,15.148,FALSE POSITIVE
599,0.413334492,133.212225,2.3808,2025.1,31.52,9374.09,2509.0,5973.0,4.465,1.016,293.02512,37.992641,14.784,FALSE POSITIVE
600,0.93374614,133.388153,6.551,1717.5,149.71,28084.15,3303.0,5438.0,3.424,4.319,292.84213,47.483829,13.964,FALSE POSITIVE
601,6.47179275,356.38477,6.788,402.5,2.08,316.0,1075.0,6341.0,4.446,1.033,296.69971,47.406731,15.403,FALSE POSITIVE
602,64.617518,166.14425,5.796,2486.6,5.4,5.09,383.0,5043.0,4.47,0.881,297.01483,47.486431,15.332,CANDIDATE
603,13.21409607,140.58492,3.5641,1154.8,2.77,36.95,629.0,5333.0,4.62,0.728,287.65363,47.41481,15.987,CONFIRMED
604,6.05729966,135.92756,3.7419,385.2,1.94,189.98,947.0,5334.0,4.372,1.004,299.12753,47.59383,14.678,CONFIRMED
605,3.584101048,170.427829,2.7316,2608.1,4.66,386.66,1131.0,5739.0,4.518,0.922,286.48227,46.692451,15.954,CONFIRMED
606,1.763587535,120.5659254,3.16877,4590.6,21.42,37958.27,3559.0,9107.0,3.867,3.031,286.97119,46.868359,9.958,CONFIRMED
607,5.014234733,133.174289,4.589,6536.0,10.63,692.13,1308.0,6490.0,4.32,1.307,299.09753,43.497589,13.797,CONFIRMED
608,8.11528727,174.52257,3.211,834.9,3.1,140.92,879.0,5926.0,4.532,0.887,288.21194,46.615002,15.219,CONFIRMED
609,36.9250409,174.22246,4.9381,902.0,3.01,18.7,530.0,5926.0,4.532,0.887,288.21194,46.615002,15.219,CONFIRMED
610,37.4783492,157.31713,5.317,1467.9,10.05,1.12,262.0,3687.0,4.813,0.44,291.10846,37.857792,15.501,FALSE POSITIVE
611,8.09695764,140.74216,3.319,283.5,34.0,484.58,1197.0,5949.0,4.024,1.707,292.73627,37.560341,13.295,FALSE POSITIVE
612,32.3122867,133.867,6.569,677.8,4.84,56.49,699.0,5821.0,4.108,1.494,292.29099,37.580799,14.757,CANDIDATE
613,9.22961384,138.43961,2.235,492.1,2.79,257.11,1021.0,6320.0,4.347,1.252,291.13849,37.859299,15.399,CANDIDATE
614,14.5598556,135.95038,5.624,290.6,1.64,78.26,758.0,5959.0,4.46,0.966,293.25412,37.846191,15.16,CONFIRMED
615,4.176254191,133.090415,3.6716,1360.1,3.07,139.48,876.0,4957.0,4.594,0.776,296.52429,39.24976,13.698,CONFIRMED
616,0.528755447,133.38227,5.714,408.5,47.75,27241.45,3271.0,6151.0,3.92,1.954,292.58304,38.374378,14.662,FALSE POSITIVE
617,6.10027621,135.58656,4.7476,766.6,2.59,227.15,990.0,5957.0,4.506,0.937,293.18454,37.969841,15.678,CONFIRMED
618,51.59809554,203.979914,2.0153,5869.2,6.57,9.61,449.0,5681.0,4.551,0.859,287.61688,38.402321,15.617,CANDIDATE
619,1500.0,315.33083,7.109,9592.0,9.8,0.09,139.0,5606.0,4.597,0.76,290.18304,38.321941,14.709,CANDIDATE
620,10.9110487,142.52714,7.033,401.9,2.36,90.07,786.0,5903.0,4.546,0.864,290.89407,38.435032,15.172,FALSE POSITIVE
621,8.408878137,134.006366,3.4967,798.9,2.28,101.22,809.0,5551.0,4.508,0.812,296.98102,43.209751,13.771,CONFIRMED
622,10.93725572,136.98549,3.0822,421.6,2.41,86.28,777.0,5334.0,4.372,1.004,299.12753,47.59383,14.678,CONFIRMED
623,2.97136658,134.38662,2.716,233.3,1.52,490.13,1200.0,5334.0,4.372,1.004,299.12753,47.59383,14.678,CONFIRMED
624,158.6850022,173.94993,11.5372,898.3,3.08,3.53,350.0,5751.0,4.34,1.034,288.86823,47.75943,12.783,CONFIRMED
625,2.936527336,135.71829,1.771,352.3,1.92,505.22,1209.0,5359.0,4.375,1.002,291.30222,47.697762,14.968,CONFIRMED
626,7.03902016,175.73059,3.8633,529.8,2.45,288.92,1051.0,6321.0,4.434,1.058,289.4317,46.617531,15.067,CONFIRMED
627,8.360870704,175.64459,2.7144,2039.7,3.67,53.68,690.0,4743.0,4.516,0.81,283.86603,46.789589,15.223,CONFIRMED
628,3.14051153,178.4691,8.2806,1444.4,31.01,689.48,1306.0,6108.0,4.443,0.974,282.35324,43.335129,15.246,FALSE POSITIVE
629,21.76129812,166.540438,1.243,1300.7,2.53,13.18,486.0,4859.0,4.612,0.72,291.25449,36.74361,12.559,CANDIDATE
630,12.713794177,175.0725677,2.44093,36719.0,2.31,0.26,181.0,2661.0,5.283,0.116,287.55972,46.957085,13.102,CANDIDATE
631,15.801100028,177.1533515,6.37505,37545.0,15.61,33.6,614.0,5383.0,4.587,0.789,295.47067,44.010738,15.513,FALSE POSITIVE
632,1500.1406772,176.08226,25.727,4129.9,18.35,0.42,206.0,5009.0,3.755,2.283,291.97754,37.532551,13.862,CANDIDATE
633,1.739428983,354.889074,2.4894,5897.4,268.65,612.49,1268.0,5415.0,4.603,0.742,297.82956,41.141949,15.929,FALSE POSITIVE
634,1.217266418,133.328666,3.3208,5811.5,14.49,7548.29,2378.0,6631.0,4.145,1.638,292.76434,41.27528,13.371,FALSE POSITIVE
635,19.563092517,134.3548284,6.9547,12992.0,23.76,205.39,965.0,6208.0,3.959,1.831,297.52545,41.261841,11.115,FALSE POSITIVE
636,3.7228551,179.30315,12.8164,2969.2,5.67,368.33,1118.0,5873.0,4.547,0.863,291.98337,41.555111,15.513,FALSE POSITIVE
637,48.93786896,140.76639,6.5868,7240.1,24.19,80.37,764.0,7066.0,4.094,1.761,295.94092,44.57835,13.96,FALSE POSITIVE
638,5.48990788,134.10438,4.02,598.9,23.6,275.65,1039.0,5982.0,4.493,0.96,292.85608,38.37257,15.03,FALSE POSITIVE
639,161.5278347,198.00137,3.6734,4653.6,8.19,4.25,366.0,5778.0,4.285,1.213,291.57916,38.035831,15.435,CONFIRMED
640,0.73093905,355.90306,2.8437,451.1,1.45,1159.62,1488.0,4768.0,4.588,0.711,289.76483,38.35236,15.736,FALSE POSITIVE
641,11.39102358,137.70864,2.303,448.6,1.67,34.55,618.0,4983.0,4.617,0.728,294.11566,38.393478,15.681,CONFIRMED
642,12.33343853,137.58782,6.221,536.4,4.12,165.3,915.0,5896.0,4.197,1.24,290.41327,38.34375,14.925,CONFIRMED
643,8.01500821,134.8277,3.0137,363.0,2.0,132.46,865.0,5359.0,4.375,1.002,291.30222,47.697762,14.968,CONFIRMED
644,0.933749941,133.38422,6.606,415.3,12.93,168.44,919.0,3682.0,4.786,0.48,292.73892,47.49073,14.96,FALSE POSITIVE
645,7.053934488,136.357253,1.7244,511.5,2.36,117.33,840.0,5357.0,4.498,0.863,291.06293,47.484798,13.916,CANDIDATE
646,4.29263699,134.80018,2.7,61.4,0.68,227.69,991.0,5357.0,4.498,0.863,291.06293,47.484798,13.916,CONFIRMED
647,7.6746614,133.22431,1.9374,503.0,2.8,198.67,957.0,6063.0,4.47,1.001,296.13141,47.43882,15.44,CANDIDATE
648,0.445275074,133.971372,2.276,254.7,1.21,3419.7,1950.0,5346.0,4.621,0.725,297.13327,47.628769,14.507,FALSE POSITIVE
649,1.213770423,170.483645,0.5532,1821.0,0.78,18.03,525.0,3292.0,5.215,0.148,292.21906,44.61916,15.92,CONFIRMED
650,0.453287416,133.869741,0.4445,1461.5,0.76,66.14,729.0,3292.0,5.215,0.148,292.21906,44.61916,15.92,CONFIRMED
651,10.810132734,132.95157,4.4618,6165.2,13.95,222.68,985.0,6211.0,4.269,1.284,294.41245,45.130852,13.794,FALSE POSITIVE
652,3.273699006,171.2385098,3.07626,6862.8,22.36,20728.79,3060.0,10816.0,4.086,2.493,288.49948,47.996471,13.234,FALSE POSITIVE
653,7.047103499,175.03337,3.3208,71318.0,51.86,196.62,955.0,5730.0,4.417,1.035,290.11569,38.40419,13.361,FALSE POSITIVE
654,1.073917869,177.924088,2.4305,1926.6,33.01,2450.63,1794.0,5962.0,4.479,0.959,295.16049,41.0793,15.686,FALSE POSITIVE
655,4.206096814,136.44854,10.7381,1298.1,32.66,581.11,1252.0,6306.0,4.426,1.076,298.47424,41.07589,14.081,FALSE POSITIVE
656,19.56313723,369.11182,6.8575,5536.0,9.73,58.71,706.0,5766.0,4.352,1.077,297.52863,41.259911,14.035,FALSE POSITIVE
657,2.227718792,134.452638,4.9699,1039.0,8.88,906.46,1400.0,6038.0,4.508,0.922,298.33893,41.073479,14.85,FALSE POSITIVE
658,0.591914504,355.353791,1.0225,1057.7,27.21,1746.78,1646.0,5122.0,4.659,0.655,298.20035,41.011688,15.643,FALSE POSITIVE
659,36.7704935,164.29112,4.42,1346.6,2.83,8.6,437.0,5142.0,4.602,0.755,286.41,42.681549,15.596,CONFIRMED
660,14.58932429,141.93498,2.4184,831.3,2.32,29.53,594.0,5142.0,4.602,0.755,286.41,42.681549,15.596,CONFIRMED
661,0.764017553,132.2214,1.103,128.2,0.86,1503.79,1589.0,5142.0,4.602,0.755,286.41,42.681549,15.596,CANDIDATE
662,59.8780258,151.1847,4.8027,1419.1,2.19,1.31,273.0,4016.0,4.658,0.599,295.3045,42.475288,14.995,CONFIRMED
663,20.51360192,357.49424,3.4769,1174.1,2.58,20.15,540.0,5310.0,4.608,0.704,281.60541,42.390419,15.406,CANDIDATE
664,74.92768653,124.99266,4.74,4119.2,6.39,6.62,409.0,5618.0,4.46,0.897,283.20917,48.777641,14.232,CONFIRMED
665,150.0189511,224.685714,4.3823,4319.7,32.6,2.62,325.0,5618.0,4.46,0.897,283.20917,48.777641,14.232,CANDIDATE
666,2.613020421,133.11283,1.9588,599.7,1.5,61.24,713.0,3883.0,4.725,0.517,287.85773,48.774109,15.84,CONFIRMED
667,0.927859786,133.905978,1.4279,515.3,1.79,813.3,1361.0,4815.0,4.631,0.699,290.95755,49.203812,14.631,CONFIRMED
668,205.912735,252.74129,9.992,2378.8,4.68,1.85,298.0,5644.0,4.457,0.969,292.3515,48.511082,15.531,CANDIDATE
669,7.10695741,138.32271,5.1462,131.0,1.72,422.8,1157.0,5761.0,4.091,1.518,294.21893,49.479221,13.438,CONFIRMED
670,0.783276173,355.94865,1.6735,264.7,1.98,5056.88,2149.0,5640.0,4.247,1.233,292.17859,42.005909,15.005,CANDIDATE
671,3.17405898,357.05776,2.3156,282.2,2.09,780.46,1348.0,5640.0,4.247,1.233,292.17859,42.005909,15.005,CANDIDATE
672,2.1395563,133.65392,2.0678,266.1,1.76,974.3,1425.0,5534.0,4.338,1.08,291.3905,42.180592,14.466,CONFIRMED
673,4.807103254,134.640371,0.9393,450.5,2.96,330.84,1088.0,5534.0,4.338,1.08,291.3905,42.180592,14.466,CONFIRMED
674,21.4054422,147.08981,11.721,409.3,11.64,330.0,1087.0,4838.0,3.299,4.361,293.75836,41.871868,12.44,CONFIRMED
675,10.5007712,135.6479,14.522,183.4,5.68,852.28,1378.0,4838.0,3.299,4.361,293.75836,41.871868,12.44,CONFIRMED
676,2.633852528,134.56431,2.0206,259.8,1.38,387.43,1131.0,5114.0,4.463,0.878,291.3909,48.065609,15.173,CONFIRMED
677,6.18670882,136.63308,2.909,202.6,1.21,123.96,851.0,5114.0,4.463,0.878,291.3909,48.065609,15.173,CONFIRMED
678,1.796320953,133.33662,1.9139,210.9,1.2,827.82,1367.0,5576.0,4.503,0.829,290.67615,48.294289,15.587,CONFIRMED
679,3.468073,136.00831,2.361,243.9,1.29,343.57,1098.0,5576.0,4.503,0.829,290.67615,48.294289,15.587,CONFIRMED
680,5.9142668,133.49193,2.661,253.2,1.31,168.51,919.0,5576.0,4.503,0.829,290.67615,48.294289,15.587,CONFIRMED
681,14.00640392,142.20885,4.6919,716.4,3.11,100.09,807.0,5788.0,4.323,1.124,295.16382,43.963039,13.837,CONFIRMED
682,3.546531809,134.90127,2.2746,442.7,2.18,510.26,1212.0,5993.0,4.489,0.986,287.91635,42.437302,15.934,CONFIRMED
683,5.70070626,132.69229,1.6408,379.8,2.03,270.62,1035.0,5993.0,4.489,0.986,287.91635,42.437302,15.934,CONFIRMED
684,20.8341497,186.03921,4.522,803.1,2.26,23.82,563.0,5296.0,4.538,0.808,295.76614,42.424278,15.956,CONFIRMED
685,7.0556584,181.91205,3.0479,705.6,2.13,100.88,808.0,5296.0,4.538,0.808,295.76614,42.424278,15.956,CONFIRMED
686,10.47548084,152.64165,2.3024,1070.7,2.11,20.15,540.0,4463.0,4.677,0.611,283.03979,48.825359,15.415,CONFIRMED
687,22.92886314,143.86271,2.0831,908.9,2.08,7.09,416.0,4463.0,4.677,0.611,283.03979,48.825359,15.415,CONFIRMED
688,77.4740991,184.24533,4.168,1543.6,2.63,1.4,277.0,4463.0,4.677,0.611,283.03979,48.825359,15.415,CONFIRMED
689,345.1589354,318.307719,7.5646,5087.9,7.79,0.8,241.0,5597.0,4.515,0.931,287.02228,48.681938,13.46,CANDIDATE
690,6.88595222,138.40761,4.148,428.5,2.68,189.35,946.0,5616.0,4.394,0.999,283.20697,48.580502,15.017,CONFIRMED
691,99.6442783,283.236289,5.1772,3215.6,8.48,6.98,415.0,6102.0,4.447,1.016,292.22839,42.03537,13.75,CANDIDATE
692,3.125814002,356.41184,1.7895,238.8,1.88,1073.04,1460.0,6358.0,4.346,1.181,287.14944,42.105209,14.521,FALSE POSITIVE
693,5.660669429,137.416045,4.6483,737.8,3.24,365.53,1115.0,5746.0,4.266,1.173,292.3215,43.881168,13.494,CONFIRMED
694,10.80487163,134.09498,2.7215,292.7,1.71,127.84,857.0,6092.0,4.471,0.998,292.23724,42.154289,14.503,FALSE POSITIVE
695,13.71938426,140.74483,5.5677,316.4,1.98,131.94,864.0,6387.0,4.41,1.105,292.47821,42.142288,14.2,CONFIRMED
696,29.2214959,139.32807,4.014,394.0,1.81,20.03,539.0,5576.0,4.503,0.829,290.67615,48.294289,15.587,CONFIRMED
697,44.8520997,172.46196,3.5729,780.8,3.35,16.35,513.0,5514.0,4.345,1.071,290.92746,48.44355,14.775,CONFIRMED
698,20.34237838,137.6952,2.3351,564.6,2.88,46.93,667.0,5514.0,4.345,1.071,290.92746,48.44355,14.775,CONFIRMED
699,118.3786735,287.28744,9.5574,1083.3,3.4,4.75,376.0,5657.0,4.364,1.046,297.11511,41.909142,13.709,CONFIRMED
700,23.58444746,145.95798,5.5545,429.2,3.0,66.96,730.0,5655.0,4.152,1.354,285.42429,47.83461,13.971,CONFIRMED
701,11.97884409,178.96957,3.751,707.9,2.11,49.87,678.0,5296.0,4.538,0.808,295.76614,42.424278,15.956,CONFIRMED
702,3.71545593,169.78318,2.558,331.7,1.46,237.42,1001.0,5296.0,4.538,0.808,295.76614,42.424278,15.956,CONFIRMED
703,2.58083264,171.56048,2.1729,270.2,1.31,386.18,1130.0,5296.0,4.538,0.808,295.76614,42.424278,15.956,CONFIRMED
704,1.487084251,133.97746,1.3233,295.7,1.6,1076.29,1462.0,5650.0,4.551,0.876,281.43735,42.725269,15.52,FALSE POSITIVE
705,19.25404023,164.78424,4.6509,987.7,3.04,44.17,657.0,5798.0,4.507,0.941,286.35806,42.406509,15.368,CONFIRMED
706,15.0549356,144.575,4.801,256.4,1.6,66.72,729.0,5616.0,4.394,0.999,283.20697,48.580502,15.017,CONFIRMED
707,2.92721119,133.82725,2.545,170.2,1.29,593.23,1258.0,5616.0,4.394,0.999,283.20697,48.580502,15.017,CONFIRMED
708,38.2856338,143.2984,6.512,322.8,1.77,19.24,534.0,5616.0,4.394,0.999,283.20697,48.580502,15.017,CONFIRMED
709,19.80787763,139.37983,3.453,616.3,2.08,35.89,624.0,5775.0,4.558,0.84,287.05701,49.046021,15.65,CONFIRMED
710,2.343230566,133.20732,2.0424,246.5,1.18,292.31,1054.0,4798.0,4.533,0.782,283.50479,49.451019,14.782,CONFIRMED
711,19.03723442,148.55057,3.3882,401.3,5.74,288.04,1051.0,5248.0,3.523,2.892,291.42755,41.878159,14.898,CANDIDATE
712,2.73987398,134.5503077,4.15886,20632.0,34.83,4705.3,2113.0,6520.0,3.844,2.26,283.46991,45.05246,11.743,FALSE POSITIVE
713,5.801880653,357.453464,4.2608,41924.0,19.91,203.62,964.0,5845.0,4.541,0.874,289.40573,44.516941,15.359,FALSE POSITIVE
714,85.34092607,386.211642,10.6141,51746.0,1177.65,6.61,409.0,6004.0,4.522,0.898,291.90237,44.683731,15.252,FALSE POSITIVE
715,0.782045734,134.0214,1.7945,16185.0,45.05,4332.1,2070.0,6113.0,4.463,0.995,290.26767,44.712849,14.912,FALSE POSITIVE
716,0.576078683,134.107265,1.63253,10085.0,23.23,3647.63,1982.0,5693.0,4.57,0.816,288.70087,44.70768,15.237,FALSE POSITIVE
717,10.1171684,137.44489,4.6677,288.7,3.07,433.41,1163.0,6306.0,4.077,1.792,288.85529,48.208542,13.832,CONFIRMED
718,19.12947603,139.4353,3.9622,451.2,4.23,105.25,817.0,5372.0,4.007,1.71,285.66269,48.435371,14.569,CONFIRMED
719,83.5781976,202.45865,7.2487,630.8,6.63,43.62,655.0,6056.0,3.788,2.562,283.53296,48.094261,13.498,CANDIDATE
720,6.1469956,135.07385,3.3153,249.6,2.04,433.72,1164.0,6110.0,4.285,1.296,284.91049,48.431641,14.706,CONFIRMED
721,0.522457732,133.751976,0.8907,143.8,1.52,6715.55,2308.0,5991.0,4.459,0.954,286.66568,48.144581,13.343,FALSE POSITIVE
722,54.1558384,172.36559,4.432,1109.8,3.88,11.12,466.0,5798.0,4.507,0.941,286.35806,42.406509,15.368,CONFIRMED
723,3.548465446,122.9014315,4.56904,7251.5,14.92,1708.28,1640.0,6290.0,4.074,1.746,299.40701,44.035053,13.369,CONFIRMED
724,11.1199028,139.753524,3.3759,636.3,2.08,42.07,649.0,5078.0,4.581,0.766,288.0676,42.35537,13.536,CONFIRMED
725,0.567856484,134.063088,1.0258,334.8,1.55,2760.23,1848.0,5073.0,4.483,0.853,286.88727,42.47126,15.055,CONFIRMED
726,251.0597249,230.027745,5.1095,7419.8,44.2,1.93,301.0,5714.0,4.34,1.086,290.20236,42.955891,14.695,FALSE POSITIVE
727,11.70219638,151.13414,2.6658,639.7,16.15,63.16,719.0,5758.0,4.596,0.762,284.45691,41.56131,13.579,FALSE POSITIVE
728,40.7150498,146.56647,8.587,563.9,2.2,16.76,516.0,5968.0,4.534,0.881,295.2887,48.59972,14.201,CONFIRMED
729,10.44635944,133.27821,2.749,354.2,2.18,102.77,812.0,5968.0,4.534,0.881,295.2887,48.59972,14.201,CONFIRMED
730,2.508553286,135.0112,2.2664,211.6,1.28,629.8,1278.0,5814.0,4.523,0.881,283.98297,49.23299,14.271,CONFIRMED
731,13.75129636,144.61389,3.853,348.5,1.66,65.24,725.0,5814.0,4.523,0.881,283.98297,49.23299,14.271,CONFIRMED
732,0.885747456,134.486834,4.4788,895.2,269.98,142553.16,4958.0,5487.0,2.816,10.396,284.28253,44.987228,12.686,FALSE POSITIVE
733,3.611541977,357.25064,8.6068,2972.3,28.07,240.29,1005.0,5203.0,4.504,0.802,301.35507,44.492271,15.736,FALSE POSITIVE
734,8.041347775,143.038292,2.6332,591.0,1.29,15.59,507.0,3980.0,4.722,0.54,294.12143,48.349522,13.738,CONFIRMED
735,5.082722475,137.26075,5.9139,1974.1,4.4,296.94,1059.0,5780.0,4.438,1.0,299.07388,44.431679,12.777,CANDIDATE
736,78.9257421,429.37454,7.5193,17972.0,11.9,5.94,398.0,5750.0,4.538,0.882,291.44522,44.52869,15.913,FALSE POSITIVE
737,9.991625291,137.447816,3.8552,3450.5,38.93,160.14,907.0,5874.0,4.338,1.096,301.04239,45.022888,14.039,FALSE POSITIVE
738,8.57504983,140.14063,8.653,160.6,4.26,841.68,1374.0,4986.0,3.462,3.464,285.2211,47.881378,13.242,CONFIRMED
739,6.84639884,133.76181,3.4919,149.7,1.9,387.84,1132.0,6065.0,4.251,1.31,295.29385,48.374802,13.137,CANDIDATE
740,7.64970832,138.33113,6.625,55.4,1.43,404.99,1144.0,5855.0,4.125,1.613,290.55237,48.126263,11.926,CANDIDATE
741,12.37679312,143.3787176,3.85,421.1,2.39,141.6,878.0,5767.0,4.438,1.0,290.55237,48.126263,11.926,CANDIDATE
742,10.30401132,138.50377,4.2246,316.1,1.84,122.98,849.0,5657.0,4.364,1.046,297.11511,41.909142,13.709,CONFIRMED
743,2.171827838,355.083686,3.2205,42086.0,58.56,698.31,1311.0,5650.0,4.513,0.891,294.77393,39.333839,15.58,FALSE POSITIVE
744,3.016182013,133.88395,2.8349,222.5,2.25,1044.49,1449.0,5611.0,4.144,1.4,293.46902,42.822411,14.878,CANDIDATE
745,6.8833761,135.26522,2.2702,458.4,1.69,127.67,857.0,5679.0,4.581,0.794,282.33279,42.463821,14.931,CONFIRMED
746,0.833980196,133.68304,1.756,261.2,1.45,2562.78,1816.0,5747.0,4.53,0.871,295.87634,42.364819,14.657,FALSE POSITIVE
747,69.62754202,176.3098622,11.07,421.1,2.39,141.6,878.0,5767.0,4.438,1.0,296.3999,42.3871,15.384,FALSE POSITIVE
