,orbital_period,transit_duration,transit_depth,planet_radius,insolation_flux,equilibrium_temperature,stellar_teff,stellar_logg,stellar_radius,stellar_mag,ra,dec,target
15328,13.33094869,1.426,725.6,25.95,104.37,815.0,5991.0,4.394,1.039,14.847,281.26013,42.40329,CANDIDATE
15329,23.1985852,9.821,224.7,2.61,93.34,793.0,5416.0,3.951,1.756,14.056,296.27771,46.89986,CONFIRMED
15330,29.481061268,3.6636,11871.0,16.61,25.1,571.0,5631.0,4.41,0.901,15.135,299.05585,43.897202,FALSE POSITIVE
15331,0.769127296,0.998,114.6,0.9,3179.14,1917.0,6024.0,4.561,0.831,14.98,293.57123,43.28648,FALSE POSITIVE
15332,37.183276326,14.0996,221200.0,55.0,29.41,594.0,5657.0,4.23,1.168,13.84,296.8732,44.241341,FALSE POSITIVE
15333,1.7932884,3.299,16170.0,22.7665,5108.84,1185.0,7122.0,4.33,1.74,11.9685,104.377746,3.994035,CANDIDATE
15334,31.13862664,5.2482,11427.0,12.88,27.22,582.0,5919.0,4.485,1.0,15.821,290.56668,40.678162,FALSE POSITIVE
15335,1.25383162,7.68,12.9,0.47,4677.63,2109.0,6472.0,4.271,1.299,12.005,288.81137,40.361938,FALSE POSITIVE
15336,5.3802465,3.538,3829.0,13.5242,538.751,1342.0,6476.4,3.97,1.98,12.566,62.800827,43.600898,CANDIDATE
15337,56.5732318,4.188,688.5,2.69,3.79,356.0,4701.0,4.54,0.775,14.889,286.3718,43.691921,CANDIDATE
15338,3.2371501,3.3511315,10146.6837063,13.8548638,984.9041254,1428.7894629,5800.1,4.19,1.35302,13.2237,121.591887,42.19247,CANDIDATE
15339,0.843379985,1.4474,343.3,1.7,1329.99,1541.0,4818.0,4.481,0.856,14.975,295.82144,46.053028,CONFIRMED
15340,0.7320175,2.577,4520.0,5.16324,8999.57,2713.0,5458.0,4.4,0.81,13.5294,335.268299,-64.71227,FALSE POSITIVE
15341,17.177328207,7.6702,24419.0,15.29,63.7,720.0,6032.0,4.485,0.973,14.923,291.5563,38.446289,FALSE POSITIVE
15342,3.2136333,1.875,7810.0,11.1273,362.609,1215.0,6189.4,4.32,1.25,12.3297,138.805858,-79.774383,FALSE POSITIVE
15343,2.21396685,4.374,81.6,0.84,952.61,1418.0,5986.0,4.461,0.93,14.461,284.29959,42.604321,FALSE POSITIVE
15344,31.9730649,8.872,158.6,1.09,18.59,530.0,5811.0,4.571,0.811,14.545,292.17368,44.662861,FALSE POSITIVE
15345,2.049602348,1.061,186.1,1.08,494.57,1203.0,5356.0,4.589,0.78,15.277,289.18149,51.562538,CANDIDATE
15346,4.3176859,1.822,11283.0,13.3926,229.962,1084.0,5700.0,4.50578,1.11,9.7566,165.399368,-23.860946,CANDIDATE
15347,0.968527683,1.3672,114.6,1.21,1867.0,1677.0,5580.0,4.538,0.886,14.511,289.88437,45.211498,CONFIRMED
15348,5.05368985,2.514,171.5,1.21,243.06,1007.0,5772.0,4.528,0.901,15.4,295.58649,49.666851,CANDIDATE
15349,5.2132047,3.978,600.0,3.62738,748.203,1457.0,6318.0,4.2,1.47,10.235,261.440953,23.057031,CANDIDATE
15350,7.0080817,3.179,14900.0,13.1807,189.492,1033.0,6307.0,4.48,1.06,11.1693,189.828966,59.703485,FALSE POSITIVE
15351,104.6162557,9.3317949,6111.4633395,15.8235575,23.5777503,562.0116791,6115.26,3.90726,1.97585,10.2301,80.451368,-69.988217,CANDIDATE
15352,5.18498961,2.1397,430.1,1.15,42.62,652.0,4325.0,4.68,0.56,14.744,295.90656,45.80912,CONFIRMED
15353,3.4716808,1.3816978,30624.6434599,8.027234,17.001217,517.8926558,3399.0,4.91468,0.426785,13.6615,166.074742,-47.821496,CANDIDATE
15354,3.2232502,3.185,7301.0,11.4574,1730.82,1796.0,7164.1,4.33,1.44,13.4456,93.036822,20.577124,CANDIDATE
15355,1.2541235,1.105,23010.0,8.66923,78.6048,829.0,3642.0,4.7,0.54,13.0739,212.929098,-29.97494,CANDIDATE
15356,5.7481344,2.6720121,12292.0460655,13.2374347,345.7199266,1099.7674271,5900.0,4.52994,1.12783,11.3743,176.299052,-42.063958,CANDIDATE
15357,12.4237327,18.15,30.1,1.12,294.63,1057.0,5221.0,3.72,2.067,12.409,297.7027,40.68623,FALSE POSITIVE
15358,739.1670007,5.7183604,1376.1395053,2.6735992,0.0724872,132.3381364,4159.0,4.53501,0.721084,9.4961,351.903531,-25.508462,CANDIDATE
15359,0.8659846,0.891,1660.0,8.86618,1311.06,1676.0,5815.0,3.89,1.92,12.2075,115.451745,74.183878,CANDIDATE
15360,11.6484665,5.8782939,6183.9678461,16.0778778,243.8397642,1007.8499578,6496.0,4.64,1.99518,10.609,180.114014,-47.243939,CANDIDATE
15361,2.586878667,6.1614,25480.0,19.84,1823.52,1666.0,6812.0,4.343,1.172,12.897,296.87762,43.941631,FALSE POSITIVE
15362,16.5414219,3.4223633,1098.6666331,3.3270234,23.3426364,560.6053342,4395.6,4.49,0.938435,10.7194,172.227886,-38.106977,CANDIDATE
15363,33.1996355,5.022,1112.5,2.85,13.09,485.0,5102.0,4.463,0.88,15.03,295.37079,39.177212,CONFIRMED
15364,3.3173182,3.5545289,459.7855312,1.5124441,101.6889316,809.9126284,4363.0,4.60832,0.677839,12.3768,65.107799,-68.360571,CANDIDATE
15365,2.466070972,1.9559,704.5,24.3,595.8,1260.0,5708.0,4.529,0.884,15.601,296.05042,42.113239,CANDIDATE
15366,5.6906792,5.548,3155.0,15.1551,1362.1,1692.0,6749.0,3.63,3.03,12.3361,106.522483,10.732296,CANDIDATE
15367,6.6857865,2.896,6690.0,9.65352,171.835,1008.0,6144.3,4.4,1.13,11.6417,212.638797,26.42343,CANDIDATE
15368,24.5041103,6.065,119.5,1.03,25.59,574.0,5250.0,4.404,0.962,14.375,290.09427,41.742779,CANDIDATE
15369,3.2358535,3.777,5460.0,10.5098,656.917,1410.0,5095.6,4.33,1.23369,13.2638,8.762537,58.13642,FALSE POSITIVE
15370,12.3396368,6.2659032,13386.1311036,28.8331721,1153.2432472,1486.2777613,7852.0,4.20409,2.29741,10.6171,169.414385,-44.017088,CANDIDATE
15371,12.1324506,1.5751733,171.2764262,1.5690907,98.4603771,803.406097,5865.0,4.44965,1.0159301,6.8456,310.421968,35.54592,CANDIDATE
15372,3.840485025,2.8592,31353.0,39.38,318.66,1077.0,5731.0,4.532,0.823,15.26,295.21167,42.786289,FALSE POSITIVE
15373,0.487656278,1.0129,109.8,0.99,6647.8,2299.0,5957.0,4.506,0.937,14.374,290.33719,38.205009,CANDIDATE
15374,80.292171,1.936,158.6,1.33,10.49,459.0,6188.0,4.42,1.049,13.462,292.98447,40.813019,FALSE POSITIVE
15375,217.792748,4.695,1487.0,6.15,2.94,334.0,5600.0,4.209,1.283,15.138,294.79651,48.557861,CANDIDATE
15376,15.2501659,4.331,4560.0,9.87708,63.3289,785.0,5796.0,4.14,1.44,12.6212,298.214477,42.50326,CANDIDATE
15377,2.1779407,2.098,110.0,1.28228,759.183,1462.0,5801.89,4.25132,1.26,5.8961,261.349585,52.790472,CONFIRMED
15378,3.84615171,2.24,137.1,1.14,487.47,1199.0,6106.0,4.487,0.966,15.256,299.07507,41.94223,CANDIDATE
15379,368.48518,11.26,301.8,1.98,1.52,283.0,6140.0,4.354,1.096,14.178,287.08252,46.104069,FALSE POSITIVE
15380,8.6800186,2.41,870.0,5.59572,106.576,895.0,6521.0,4.02,1.86,9.96017,293.330825,29.299805,FALSE POSITIVE
15381,10.35078415,6.253,273.1,1.97,119.01,842.0,5534.0,4.338,1.08,14.659,288.77103,40.664181,CONFIRMED
15382,5.7728793,3.883,6900.0,10.5098,365.719,1185.0,5801.0,4.33,1.23369,11.572,92.373395,-6.061524,CANDIDATE
15383,429.60143,18.11,1001.4,2.74,0.58,223.0,5587.0,4.502,0.877,15.596,289.96942,42.138859,FALSE POSITIVE
15384,8.254912972,6.8822,19242.0,11.86,93.46,793.0,5366.0,4.5,0.835,14.034,295.48187,39.017288,FALSE POSITIVE
15385,215.956008,10.425,392.7,3.36,4.03,361.0,6163.0,4.27,1.313,12.853,300.94568,44.164688,CANDIDATE
15386,4.2059745,8.006,41.2,0.75,601.3,1263.0,5960.0,4.291,1.163,14.734,298.4985,41.08337,FALSE POSITIVE
15387,1.6751568,2.2718194,17781.0520005,13.2366563,1000.567857,1434.4366942,5457.0,4.44807,0.963518,13.9819,94.444759,-35.706364,CANDIDATE
15388,2.032319072,1.6762,315.5,1.87,1333.35,1542.0,6156.0,4.443,1.05,15.298,289.18668,50.937561,CONFIRMED
15389,384.09781,12.55,100.1,1.63,2.8,330.0,5884.0,3.979,1.628,12.578,295.94016,39.849072,FALSE POSITIVE
15390,56.446465,7.371,147.9,1.57,17.5,522.0,5995.0,4.337,1.117,14.046,284.38248,44.308231,CANDIDATE
15391,498.24938,8.73,522.6,14.02,8.95,441.0,4949.0,3.136,6.334,12.519,293.91647,41.24197,FALSE POSITIVE
15392,5.4589863,3.39,1230.0,4.40571,402.195,1247.0,6223.0,4.33,1.24,9.56225,151.659783,18.634063,CONFIRMED
15393,125.86540191,9.0191,12390.0,12.37,5.71,394.0,5933.0,4.342,1.115,13.956,297.46533,42.882839,CONFIRMED
15394,11.776132317,2.8971,1430.8,2.08,9.37,446.0,3980.0,4.722,0.54,13.738,294.12143,48.349522,CONFIRMED
15395,3.8993831,5.1857347,6492.4843324,15.2636582,1703.2412549,1638.4711226,6152.0,3.96619,1.86222,11.5352,313.687293,9.179069,CANDIDATE
15396,27.009807384,1.96698,67898.0,22.32,2.82,330.0,3900.0,4.727,0.534,15.483,284.49628,41.32589,FALSE POSITIVE
15397,326.36595188,3.75,421.1,2.39,141.6,878.0,5767.0,4.438,1.0,14.983,293.54224,42.699532,FALSE POSITIVE
15398,3.4654953,4.1612558,5884.1905569,14.2776184,1373.5324063,1552.6711273,5570.3,3.93,1.77738,12.0719,357.580647,-17.077595,CANDIDATE
15399,0.567493852,1.35349,7984.0,65.47,19665.18,3024.0,6370.0,4.053,1.548,13.205,290.23407,43.66206,FALSE POSITIVE
15400,1.083736642,1.57912,8930.8,237.84,41465.78,3641.0,5591.0,3.227,5.618,12.923,285.30206,49.263451,FALSE POSITIVE
15401,412.041857,5.572,1959.0,3.77,0.52,217.0,5485.0,4.556,0.867,15.403,285.28363,38.947281,FALSE POSITIVE
15402,4.6606892,2.863,6370.0,21.5363,1436.15,1715.0,8608.0,3.94,2.6,12.3921,207.892594,-59.762737,CANDIDATE
15403,3.606940379,1.0418,432.3,2.04,283.23,1046.0,5508.0,4.569,0.84,13.461,293.93347,40.59074,CANDIDATE
15404,6.3989216,2.781,3830.0,10.6347,280.377,1139.0,6243.0,4.12,1.59,12.4276,302.761752,19.706749,FALSE POSITIVE
15405,4.0802864,8.475,5180.0,12.0956,174.059,1011.0,6421.5,4.12,1.64,10.8209,338.644613,-57.570425,CANDIDATE
15406,31.5034587,3.315,210.6,1.17,13.02,484.0,5269.0,4.567,0.823,15.164,293.66772,42.320541,CANDIDATE
15407,3.351573993,2.8758,54546.0,24.15,638.3,1282.0,5984.0,4.408,1.033,17.279,295.52621,46.457142,FALSE POSITIVE
15408,425.4506963,2.9472616,4753.2829943,2.0762333,0.2314879,176.9097782,3261.0,4.92925,0.296806,11.6627,121.059967,11.266937,CANDIDATE
15409,24.8366994,4.793,10898.0,8.57154,40.0666,700.0,6334.0,4.63,0.89,12.735,325.354929,61.441916,CANDIDATE
15410,5.1830043,2.783,670.0,3.63045,346.626,1202.0,6156.0,4.25196,1.34,9.00568,286.362495,37.02599,CANDIDATE
15411,29.9111886,6.6436,942.0,2.9,20.31,541.0,5275.0,4.397,0.969,14.424,295.18292,38.654228,CONFIRMED
15412,0.536544193,2.918,159.5,0.9,2199.75,1745.0,5041.0,4.597,0.728,15.89,291.24924,45.92149,FALSE POSITIVE
15413,85.338393,8.5,633.0,11.4,71.36,741.0,4850.0,3.134,4.696,12.881,291.90042,44.686241,FALSE POSITIVE
15414,6.150251376,1.68923,2128.7,100.03,6066.49,2251.0,8914.0,3.896,2.867,10.622,297.18176,45.988441,FALSE POSITIVE
15415,284.94212784,3.2,421.1,2.39,141.6,878.0,5767.0,4.438,1.0,13.248,287.09412,47.075359,FALSE POSITIVE
15416,2.06190864,1.9743,214.0,1.63,1082.28,1463.0,5622.0,4.346,1.089,14.674,281.27972,44.315529,CONFIRMED
15417,9.250572762,3.6373,1039.5,96.08,3530.57,1966.0,8133.0,3.715,3.294,11.31,300.53757,46.10434,FALSE POSITIVE
15418,2.5411063,3.491,8720.0,16.4931,2348.06,1939.0,6657.0,4.08,1.78,12.3367,286.031721,17.003203,CANDIDATE
15419,3.319523463,3.3465,38832.0,38.37,356.42,1108.0,5761.0,4.581,0.791,15.101,297.35962,46.343552,FALSE POSITIVE
15420,0.962590772,1.2569,1021.6,31.51,3989.37,2026.0,6274.0,4.434,1.062,14.843,291.36423,43.385921,FALSE POSITIVE
15421,9.1717558,3.54,5240.0,7.49243,328.919,1186.0,7513.5,4.33,1.08,12.1624,231.653777,-41.386244,CANDIDATE
15422,4.8996461,3.07,10957.0,15.9746,259.864,1185.0,5940.0,4.23158,1.5,10.248,5.160562,-23.935789,CANDIDATE
15423,1.445433,3.684343,16635.28994,3.493627,29.2577267,593.1709781,3266.0,4.98546,0.269,14.7095,120.789948,-20.010091,FALSE POSITIVE
15424,2.1667786,4.416,282.0,1.77975,4654.09,2301.0,6224.0,4.36,1.2,8.64885,85.516418,28.241192,CANDIDATE
15425,396.349253,2.685,413.1,2.39,1.73,293.0,6495.0,4.379,1.168,14.795,289.33835,40.62534,FALSE POSITIVE
15426,3.05631,3.0708372,17308.3639678,20.0727443,1530.297116,1595.1946687,6344.0,4.21787,1.44638,12.3775,325.104572,-54.034226,CANDIDATE
15427,3.9365629,2.19,15461.0,8.09927,41.2897,706.0,3689.0,4.64,0.61,12.7882,359.793385,39.314256,CONFIRMED
15428,34.064566412,9.6114,28450.0,15.57,25.0,570.0,6161.0,4.517,0.892,15.443,293.38663,45.87027,FALSE POSITIVE
15429,4.0802864,8.7302689,367.8233419,2.4101533,43.914471,656.555832,6291.0,4.34633,1.2336,8.55595,191.297899,72.123084,CANDIDATE
15430,20.30652862,2.8014,715.4,1.58,5.4,389.0,4121.0,4.709,0.553,13.506,285.28711,41.861172,CONFIRMED
15431,16.155134,3.528,590.0,2.42196,39.0235,696.0,5785.0,4.45,1.01,10.3468,288.488957,-76.089319,CANDIDATE
15432,2.1538049,1.6541007,137.9312313,0.8814471,331.6009868,1088.3628347,4944.24,4.58767,0.757603,7.0276,179.792354,-20.355606,CANDIDATE
15433,2.54031121,1.83,173.3,1.2,611.31,1268.0,5778.0,4.531,0.911,15.921,295.50229,43.609871,CANDIDATE
15434,16.38489988,3.0249,1127.1,2.0,8.35,433.0,4126.0,4.661,0.615,15.095,286.73804,49.97575,CONFIRMED
15435,0.4305826,0.435,15510.0,12.4063,156.925,986.0,3861.0,4.58,0.69,14.5795,279.057886,42.519276,CANDIDATE
15436,12.8777188,4.209,21210.0,10.5098,70.9259,808.0,5281.8,4.33,1.23369,13.3675,255.271159,-75.430201,CANDIDATE
15437,2.192009479,2.9453,1475.6,35.9,1030.69,1446.0,5499.0,4.28,1.125,14.687,290.93726,37.703972,FALSE POSITIVE
15438,459.23193,17.722,418.7,2.64,1.17,265.0,6067.0,4.307,1.116,13.469,291.21167,39.093189,FALSE POSITIVE
15439,1.2272251,3.528,40.0,2.8374,15033.0,1185.0,6906.0,4.438,4.12,8.1033,201.336817,75.982713,CANDIDATE
15440,43.0343364,6.571,541.6,2.5,13.01,484.0,5550.0,4.476,0.911,13.534,296.95886,46.394131,CONFIRMED
15441,50.35545898,5.51863,107140.0,31.66,13.81,492.0,5936.0,4.501,0.965,15.724,293.44366,46.471512,FALSE POSITIVE
15442,6.7201811,3.187,18030.0,11.5271,76.4183,823.0,4914.0,4.49,0.85,13.3925,245.992526,45.261098,CANDIDATE
15443,0.566799927,4.71,145.1,0.77,1738.27,1649.0,5092.0,4.671,0.645,15.888,291.64725,42.861191,FALSE POSITIVE
15444,3.2730247,1.551,4030.0,10.5098,217.442,1069.0,5769.7,4.33,1.23369,12.683,103.644859,-45.064275,CANDIDATE
15445,48.7130843,4.8155571,1609.7433089,2.4883067,1.7149724,291.8663524,3943.0,4.6329,0.621798,12.3932,260.979452,57.469309,CANDIDATE
15446,51.75530504,7.4355,609.2,2.61,16.6,515.0,5979.0,4.394,1.005,12.596,287.60461,42.166779,CONFIRMED
15447,681.01756,8.74,133.9,1.69,1.33,274.0,6295.0,4.091,1.435,12.119,293.80481,42.026001,FALSE POSITIVE
15448,0.937923475,3.164,40.4,0.52,1503.05,1588.0,5398.0,4.58,0.805,14.403,294.11649,40.681061,FALSE POSITIVE
15449,1.072934147,4.50475,96883.0,81.42,9590.04,2523.0,7031.0,4.222,1.523,13.96,297.74243,47.891682,FALSE POSITIVE
15450,0.885123683,3.3865,113.3,1.14,3477.17,1961.0,5979.0,4.44,0.998,14.152,298.83673,43.44302,FALSE POSITIVE
15451,0.5474737,1.789,1430.0,10.9219,5430.93,2391.0,5073.0,3.5,2.84,12.4978,332.926877,-63.167437,FALSE POSITIVE
15452,3.133084,1.237,1192.0,10.3743,2269.81,1922.0,7478.0,4.05,2.06,9.9944,47.806635,61.762385,CANDIDATE
15453,2.21396079,3.452,119.4,0.87,375.04,1123.0,4922.0,4.505,0.823,15.844,284.31454,42.589321,FALSE POSITIVE
15454,9.10969334,5.3181,126.4,1.32,137.45,873.0,5611.0,4.388,1.073,12.16,288.97165,44.624531,CONFIRMED
15455,48.8130123,1.538,702.0,2.95,22.17,553.0,6202.0,4.395,1.11,15.861,287.91861,44.1213,CANDIDATE
15456,3.0086349,3.034,8530.0,13.7329,831.069,1495.0,5984.0,4.15,1.46,13.3539,284.083969,38.584869,CANDIDATE
15457,8.2754608,3.755,6510.0,11.5451,130.93,942.0,5515.2,4.24,1.39,12.4333,57.338941,-60.787186,CONFIRMED
15458,45.60304785,8.35,421.1,2.39,141.6,878.0,5767.0,4.438,1.0,15.206,293.69742,39.036388,FALSE POSITIVE
15459,4.2366102,3.559,14790.0,15.6978,351.913,1206.0,5407.5,4.19,1.28,12.012,247.460912,37.69456,CANDIDATE
15460,11.29689442,4.623,198.5,1.74,160.18,907.0,6096.0,4.358,1.176,14.788,295.05429,42.75684,CONFIRMED
15461,8.679037,2.864,301.6,1.79,191.84,949.0,6117.0,4.42,1.027,15.18,288.77182,42.213219,CONFIRMED
15462,17.2367433,5.529651,946.1500622,3.9264923,83.13956,770.1435456,5911.15,4.33608,1.1687,11.0921,30.218314,12.583289,CANDIDATE
15463,12.4498835,5.45,1827.0,20.0559,5588.85,2408.0,8469.0,3.96,2.51,10.1015,142.107198,-38.947381,FALSE POSITIVE
15464,195.7093855,10.78,421.1,2.39,141.6,878.0,5767.0,4.438,1.0,15.322,286.08908,45.369011,FALSE POSITIVE
15465,0.535493486,2.57,54.0,1.42,24045.87,3181.0,6328.0,4.035,1.864,13.39,285.25192,48.286209,FALSE POSITIVE
15466,1.14288,1.699,2270.0,7.08364,3104.56,2079.0,6706.0,4.23,1.51,10.2098,70.375099,14.815533,FALSE POSITIVE
15467,389.14115,7.93,347.4,1.67,0.92,250.0,6043.0,4.505,0.894,14.534,290.30505,41.838459,FALSE POSITIVE
15468,3.270563,1.682,9670.0,10.5098,123.655,929.0,5219.5,4.33,1.23369,13.3713,87.624787,-32.777806,CANDIDATE
15469,15.1512051,2.3438166,4955.304292,2.8411799,2.1462129,308.7009384,3272.0,4.82521,0.401575,12.6196,166.118147,30.458576,CANDIDATE
15470,33.4160553,8.605,275.8,2.98,53.18,689.0,6007.0,4.178,1.42,13.954,287.97577,39.087181,CONFIRMED
15471,31.0572947,3.401,636.6,1.85,12.57,480.0,5395.0,4.615,0.734,15.956,295.62469,42.545898,CONFIRMED
15472,2.3540172,2.36,6660.0,14.4919,954.677,1548.0,6114.0,4.02,1.74,12.5398,72.669098,5.387256,FALSE POSITIVE
15473,0.759755409,2.734,70.0,0.91,4773.08,2121.0,6090.0,4.447,1.071,15.259,290.49057,40.722191,FALSE POSITIVE
15474,1.714274727,2.06728,28460.0,25.0,110.02,827.0,3874.0,4.715,0.535,15.686,295.62222,42.09288,FALSE POSITIVE
15475,2.856085147,4.5776,173840.0,88.52,2164.0,1739.0,6604.0,4.178,1.526,14.045,284.06732,46.809582,FALSE POSITIVE
15476,5.62006198,2.751,190.1,1.45,84.01,772.0,4868.0,4.6,0.746,14.009,289.55301,41.297852,CANDIDATE
15477,0.9351891,0.7694649,1150.2871156,1.8032935,194.1728744,952.065635,3652.0,4.71387,0.526987,12.7463,253.461486,60.70962,CANDIDATE
15478,4.6318914,3.88,50.9,0.64,297.79,1060.0,5926.0,4.532,0.887,14.272,295.50128,45.433979,CANDIDATE
15479,5.436841,2.335,2660.0,7.79881,560.394,1355.0,7980.0,4.37685,1.49,11.7664,112.515604,-11.79048,CANDIDATE
15480,6.3143447,2.796,191.4,1.34,247.53,1012.0,6075.0,4.486,0.969,15.832,285.72079,40.85696,CANDIDATE
15481,5.29625,3.07,4741.26,14.6325,360.497,1213.0,5958.7,4.33,1.93,10.4209,334.738559,61.148988,CANDIDATE
15482,17.99643716,4.164,36923.0,30.08,11.31,468.0,4438.0,4.606,0.666,14.845,283.01282,42.723679,FALSE POSITIVE
15483,2.45649061,2.844,287.8,14.14,33039.62,3440.0,4870.0,2.486,8.531,10.45,288.57425,42.913288,FALSE POSITIVE
15484,27.9815639,4.901,722.0,2.85252,69.3133,803.0,5905.0,4.34239,1.16,10.3203,175.196879,71.978724,CANDIDATE
15485,3.1968838,3.7533697,7958.980656,14.9685779,1843.1329908,1671.1249287,6470.0,4.15,1.59715,10.7973,256.672203,67.871503,CANDIDATE
15486,7.77241144,5.272,286.9,1.69,183.58,938.0,6014.0,4.486,0.993,15.327,292.02042,39.16156,FALSE POSITIVE
15487,5.6895053,5.158,3840.0,12.0705,578.708,1185.0,5707.5,4.33,1.89,11.4972,108.606501,56.700143,CANDIDATE
15488,5.1581317,7.773,37.9,2.02,1720.62,1642.0,5155.0,3.511,3.355,13.031,291.0527,45.835129,CANDIDATE
15489,0.655939788,1.318,73.0,1.48,7986.43,2411.0,4968.0,3.924,1.755,14.511,297.08301,43.679951,CANDIDATE
15490,216.456055,11.067,1002.8,3.61,2.48,320.0,5645.0,4.299,1.155,15.58,283.69351,40.018021,FALSE POSITIVE
15491,77.4740991,4.168,1543.6,2.63,1.4,277.0,4463.0,4.677,0.611,15.415,283.03979,48.825359,CONFIRMED
15492,3.162692075,1.9529,503.7,2.61,692.32,1308.0,5821.0,4.355,1.085,13.989,297.09,41.388031,CONFIRMED
15493,16.3363665,1.9933922,3884.6785375,2.0492403,1.6932987,290.9398052,3365.0,4.89744,0.326568,11.0196,206.107013,-40.337351,CONFIRMED
15494,27.63714708,1.7277,735.5,6.96,104.6,816.0,5214.0,3.766,2.427,13.851,298.0759,45.18903,CANDIDATE
15495,5.644914154,2.2599,1397.9,2.66,72.38,744.0,4769.0,4.622,0.714,15.505,295.8255,42.94339,CANDIDATE
15496,8.1125147,2.0330298,1224.9160656,2.3812033,32.9624198,611.1172195,4498.94,4.5,0.668361,9.9222,172.155637,-54.784223,CANDIDATE
15497,48.0511988,4.3070574,14503.3604877,12.8456117,12.5271592,479.8250298,5354.96,4.45894,1.0417,11.2595,77.383578,-64.026083,FALSE POSITIVE
15498,24.2833357,6.212,3070.0,6.34442,139.864,958.0,5675.0,4.46,0.98,8.9134,94.283837,76.21102,CONFIRMED
15499,4.780327581,2.0253,960.8,7.14,1020.05,1441.0,5937.0,4.012,1.787,11.665,289.73972,44.647419,CANDIDATE
15500,42.559265547,3.36626,207990.0,51.86,13.28,487.0,5764.0,4.548,0.863,15.831,293.45609,41.045849,FALSE POSITIVE
15501,4.3539599,3.4390219,41586.4865614,23.0280318,451.4099178,1175.6079755,5883.0,4.39,1.09523,13.5597,123.912362,-50.620853,CANDIDATE
15502,3.4714171,3.006,3580.0,10.5098,365.719,1185.0,5801.0,4.33,1.23369,12.6532,120.185666,-33.729847,FALSE POSITIVE
15503,54.0812235,6.279,411.1,1.54,8.19,431.0,5757.0,4.597,0.762,15.487,297.59964,39.626339,CANDIDATE
15504,454.244158,3.399,241.0,2.93,3.8,356.0,6446.0,3.935,1.874,12.055,292.12549,47.221966,FALSE POSITIVE
15505,5.9213823,2.0412715,1246.8413911,2.4079887,48.1563232,671.8666429,4361.0,4.59663,0.687025,12.3813,101.595337,-75.444127,CANDIDATE
15506,343.49816,7.46,431.0,1.27,0.17,164.0,4256.0,4.635,0.624,14.26,285.18643,39.357288,FALSE POSITIVE
15507,12.435190544,3.8305,71.9,0.52,20.93,545.0,4756.0,4.676,0.62,14.844,297.77292,40.589088,FALSE POSITIVE
15508,2.875045,4.7953168,5108.5003333,16.423789,3745.2995294,1995.2227522,6334.0,3.86,2.17347,12.2454,8.508428,58.844293,CANDIDATE
15509,19.979098,10.5638,38418.0,22.98,70.59,739.0,5907.0,4.296,1.126,16.299,299.15503,40.288132,FALSE POSITIVE
15510,0.925589891,1.967,400.8,50.6,460202.18,6637.0,4094.0,1.627,24.488,10.795,294.0318,42.468845,FALSE POSITIVE
15511,7.2611991,3.389,3980.0,15.4357,1167.97,1628.0,6702.0,4.07,1.82,12.8281,118.086505,-37.720846,CANDIDATE
15512,2.1176601,3.591,2000.0,5.16544,12280.2,2932.0,5814.0,4.56,0.89,12.5455,332.633491,61.82941,FALSE POSITIVE
15513,6.93365167,4.608,119.6,1.7,351.27,1104.0,5861.0,4.212,1.304,14.042,294.17108,40.055168,CONFIRMED
15514,4.0520368,1.5605128,5512.4033193,4.9523134,38.5441194,635.4908204,3779.0,4.64,0.607751,10.7329,64.190221,-12.084864,CONFIRMED
15515,3.6142971,2.016,14219.0,10.5098,365.719,1185.0,5801.0,4.33,1.23369,13.2787,310.100457,67.533801,CANDIDATE
15516,16.227548674,5.08666,192690.0,46.52,30.52,599.0,5297.0,4.587,0.795,15.901,297.19037,46.826481,FALSE POSITIVE
15517,8.7609906,0.9094562,479.6082016,2.9253441,288.3684545,1051.00961,6168.88,4.24191,1.3109699,10.2477,100.970374,-55.639,CANDIDATE
15518,0.4038426,1.0592218,636.6337963,1.442393,710.634979,1316.835102,4119.1,4.73,0.555,10.5886,104.153958,-59.181309,FALSE POSITIVE
15519,359.854745,3.429,302.4,2.25,1.97,302.0,6495.0,4.379,1.168,13.728,284.55368,49.6847,FALSE POSITIVE
15520,11.9294568,3.193,132.3,1.05,95.42,797.0,5975.0,4.48,0.9,14.686,294.13791,42.370499,CANDIDATE
15521,38.27772448,1.73,421.1,2.39,141.6,878.0,5767.0,4.438,1.0,14.293,297.58429,47.892738,FALSE POSITIVE
15522,563.94854,15.631,872.9,2.55,0.45,209.0,5853.0,4.544,0.868,14.574,293.02545,38.213261,FALSE POSITIVE
15523,1.6055589,2.253,1168.0,4.70308,3384.43,2124.0,6711.0,4.25,1.48,10.2957,117.113226,-28.204828,FALSE POSITIVE
15524,15.9865424,1.346,2436.0,6.25995,8.96921,482.0,6429.0,4.34,1.28,9.927,145.174365,-66.65449,CANDIDATE
15525,17.6637979,6.194,67.9,2.98,455.65,1178.0,5734.0,3.591,3.405,14.074,293.57394,45.384541,CANDIDATE
15526,31.953038766,8.0461,17703.0,47.96,131.55,864.0,5524.0,3.693,2.734,13.032,288.4874,50.675461,FALSE POSITIVE
15527,20.148807707,8.52557,526950.0,68.52,37.55,631.0,5547.0,4.447,0.918,14.904,293.94894,41.855461,FALSE POSITIVE
